,Person,Hospital
4290,李立宏,空军军以大学唐都医院
4291,刘丽萍,首都医科大学天坛医院
4292,程玮涛,首都医科大学宣武医院
4293,李广罡,解放军第七医学中心
4294,曲鑫,宣武医院
4295,杨渊,宁波华美医院
4296,姚强,四川大学华西第二医院
4297,钟建民,江西省儿童医院
4298,于恩彦,中国科学院大学附属肿瘤医院
4299,邵春红,复旦大学附属华山医院
4300,科颜,协同三甲医院
4301,席玮,江苏省肿瘤医院
4302,李永新,同仁医院
4303,钱静,南京医科大学附属儿童医院
4304,朱红革,新疆肿瘤医院
4305,吕锋烽,东部战区总医院
4306,洪婷婷,江南大学附属医院
4307,杨栓盈,第二附属医院
4308,夏肠,浙江大学医学院附属第二医院
4309,周文萍,上海国际医学中心康复医学科
4310,张菁华,郑州大学第一附属医院
4311,张赛,浙江大学医学院附属第二医院
4312,江皓,浙江大学医学院附属浙江医院
4313,孙鹏,青岛大学附属医院
4314,王树云,上海市浦东医院
4315,复旦华,复旦华，山医院
4316,于金明,山东省肿瘤医院
4317,卢冰,贵州医科大学附属医院
4318,胡德胜,江苏省肿瘤医院
4319,宋崇升,北京回龙观医院
4320,李慧娟,北京协和医院
4321,徐裕金,浙江省肿瘤医院
4322,刘超英,无锡市人民医院
4323,马赛克,北京协和医院
4324,苏珊,广州市胸科医院
4325,王秋梅,北京协和医院
4326,刘晓英,瑞金医院
4327,柯昌林,江西省胸科医院
4328,陈永伟,海南省人民医院
4329,孔令秋,复旦大学附属中山医院
4330,苏茵,北京大学人民医院
4330,苏茵,苏茵北京大学人民医院
4331,刘振洋,湖南省肿瘤医院
4332,陆爱珍,复旦大学附属儿科医院
4333,王丽英,吉林大学第二医院
4334,刘玉琼,广州市第一人民医院
4335,彭炳蔚,吉林大学白求恩第一医院
4336,郝云鹏,广州市妇女儿童医疗中心
4337,陈国洪,郑州大学附属儿童医院
4338,高玉兴,山东省立医院
4338,高玉兴,深圳市儿童医院
4339,金森,@环湖医院
4339,金森,环湖医院
4339,金森,天津市环湖医院
4339,金森,神空调尚@环湖医院
4340,许建华,江苏省肿瘤医院
4341,谢赣丰,重庆西南医院
4342,陶丹,重庆大学附属肿瘤医院
4343,储黎,复旦大学附属肿瘤医院
4344,杨建华,第一附属医院
4345,王新春,第一附属医院
4346,赵晓华,乌鲁木齐市中医院
4347,刘华清,北京回龙观医院
4348,蔡昌霖,台安医院
4349,唐集,第105医院
4350,王文,徐汇区大华医院
4351,牛重生,上海市第六人民医院
4352,沈吉云,航空总医院
4353,向婷婷,湖南省中医药研究院附属医院
4354,李青峰,附属第九人民医院
4355,高文莉,山西省中医院
4356,周海洋,上海长征医院
4357,蔡讯,上海交通大学附属第一人民医院
4358,高明,郑州大学第一附属医院
4359,栗敏,郑州人民医院
4360,孙晓颖,岳阳医院
4361,李庆丰,广州市妇女儿童医疗中心
4362,侯宇,北京世纪坛医院
4363,郭桂香,常德市第一人民医院
4364,张卫,上海交通大学医学院附属仁济医院
4365,张胜,南京医科大学第一附属医院
4366,王薇,长海医院
4367,贵晓松,广东省人民医院
4368,陈柏深,中山大学孙逸仙纪念医院
4369,罗孔嘉,中山大学附属肿瘤医院
4370,林尽染,复旦大学附属华山医院
4371,苗勇,南方医科大学南方医院
4372,赵涛,西京医院
4373,王艳春,西安叶子医疗美容医院
4374,陈力,复旦大学附属华山医院
4375,黄晓琴,瑞金医院
4375,黄晓琴,北京大学第一医院
4376,张鸿,杭州美莱整形医院
4377,张东梅,重庆美莱整形美容医院
4378,刘海峰,光医疗美容医院
4378,刘海峰,广州曙光医院
4379,宋秀祖,杭州市第三人民医院
4380,杨桂兰,来正医院
4380,杨桂兰,兰州军区总医院
4381,张宝,胜病医院
4381,张宝,广州医科大学皮肤病研究所
4382,祝希春,重庆医科大学附属第三医院
4383,冷晓梅,北京协和医院
4384,杨闵,四川大学华西医院
4385,陈霖,中科院生物物理研究所
4386,任连坤,首都医科大学宣武医院
4387,王晓群,中科院生物物理研究所
4388,张希,首都医科大学宣武医院
4389,C苏楠,中日友好医院
4390,苏乌云,江苏省肿瘤医院
4391,唐小宇,泗阳县人民医院
4392,刘宇飞,江苏省肿瘤医院
4393,张秀群,南京市第一医院
4394,王蓓,复旦大学附属静安区中心医院
4395,刘隽,贵州省人民医院
4396,刘仁玉,美国宾夕法尼亚大学附属医院
4397,张小田,北京大学肿瘤医院
4398,庞琦,山东省立医院
4399,陶荣杰,山东省肿瘤医院
4400,宋飞,北京清华长庚医院
4401,钟益萍,广东省皮肤病医院
4402,李东霓,广东省第二人民医院
4403,刘仲荣,陆军总医院
4404,韩怡,附属协和医院
4405,谷志超,附属同济医院
4406,陈凉,中国人）人民解放军总医院
4407,魏文石,上海复旦大学附属华东医院
4408,赵永波,上海交通大学附属第一人民医院
4409,袁勇贵,中国东南大学附属中大医院
4410,谢启超,重庆医科大学附属第三医院
4411,郭燕妮,福建医科大学附属第二医院
4412,许秋云,福建医科大学附属第一医院
4413,董禹汐,中国医科大学附属第一医院
4414,范志红,中国医科大学附属第一医院
4415,郝丹,四川大学华西医院
4416,刘宏杰,四川大学华西医院
4417,郑彦,中国脑积水中心联盟
4418,肖庆,中国脑积水中心联盟
4419,许素玲,西安交通大学第二附属医院
4420,陆璇,武汉市第一医院
4421,李辉,首都医科大学附属北京朝阳医院
4422,高树庚,中国医学科学院肿瘤医院
4423,刘伦旭,四川大学华西医院
4424,张临友,哈尔滨医科大学附属第二医院
4425,姜杰,厦门大学附属第一医院
4426,姜龙,上海市胸科医院
4427,张仁泉,安徽医科大学第一附属医院
4428,龙浩,龙浩中山大学附属肿瘤医院
4428,龙浩,中山大学肿瘤防治中心
4429,陈椿,福建医科大学附属协和医院
4430,李鹤成,上海交通大学医学院附属瑞金医院
4431,黄佳,上海市胸科医院
4432,杨运海,上海市胸科医院
4433,潘常青,上海市胸科医院
4434,卓明磊,北京大学肿瘤医院
4435,陈含笑,北京大学肿瘤医院
4435,陈含笑,北京肿瘤医院
4436,侯雪,中山大学附属肿瘤医院
4437,胡润,广东医院
4438,劳力民,附属第二医院
4439,徐楠,同济大学附属东方医院
4440,徐梦骏,河南省人民医院
4441,徐武,福建医科大学附属第一医院
4442,刘如恩,北京大学人民医院
4443,袁苏涛,福建省立医院
4444,赵慧莉,上海交通大学医学院附属新华医院
4445,王靖,空军军医大学唐都医院
4446,李凌乐,郑州大学第五附属医院
4447,唐玉,新疆医科大学第一附属医院
4448,周元,大学第一附属医院
4449,李艳贞,上海交通大学医学院附属新华医院
4450,林艳,中国医科大学附属第一医院
4451,高国栋,空军军医大学唐都医院
4452,赵世光,哈尔滨医科大学附属第一医院
4453,许百男,中国人民解放军总医院
4454,李世亭,上海交通大学医学院附属新华医院
4455,朱卫,朱卫复旦大学附属中山医院
4456,周晓平,长海医院
4457,陈洪锋,中国医科大学附属第一医院
4458,柳小婧,北京大学人民医院
4459,刘茜莞,北京大学人民医院
4460,王利娟,北京大学人民医院
4461,张树才,北京胸科医院
4462,魏慎海,清华大学第一附属医院
4463,侯勇,山东齐鲁医院
4464,陈皇,中国医学科学院皮肤病研究所
4465,伯纳赫,武汉火神山医院
4466,周谦君,上海市胸科医院
4467,陈天翔,上海市胸科医院
4468,于刚,山东省立医院
4469,丁一峰,复旦儿科医院
4470,欧启水,福建医科大学附属第一医院
4471,张登海,第二军医大学附属公利医院
4472,涂胜豪,华中科技大学同济医学院附属同济医院
4473,杨春欣,复旦大学附属中山医院
4474,田新平,北京协和医院
4475,钦丹萍,浙江中医药大学附属第一医院
4476,吴绍熙,中国医学科学院皮肤病研究所
4477,郑家润,中国医学科学院皮肤病研究所
4478,李援朝,中国科学院上海药物研究所
4479,丁樱,河南中医药大学第一附属医院
4480,徐莉敏,第二军医大学附属浦东新区公利医院
4480,徐莉敏,第二军医大学附属公利医院
4481,陈东英,中国科学院上海药物研究所药物质量控制中心
4482,江振洲,中国药科大学南京国家新药筛选中心
4483,彭彬,第二军医大学附属公利医院
4484,许红涛,上海科技大学免疫化学研究所
4485,袁作武,湖北省洪湖市中医医院
4486,周祖山,湖北省洪湖市中医医院
4487,韩宪伟,沈阳市第七人民医院
4488,吴怡峰,上海中医药大学附属市中医医院
4489,安湘杰,华中科技大学附属协和医院
4490,邓勒,首都医科大学附属北京儿童医院
4491,胡艺凡,属本十人民医院
4492,程晓芸,第十人民医院
4493,李沛城,东方医院
4494,侯幸赞,长征医院
4495,卢实春,解放军总医院
4496,陈京龙,北京地坛医院
4497,张启逸,浙江大学附属第二医院
4498,程庆保,海军军医大学第三附属医院
4499,凯瑟琳．佛利,斯隆一凯特琳癌症中心
4500,赫茨伯格,姑息治疗促进中心
4501,贝蒂·法瑞尔,希望之城医疗中心
4502,高连波,中国医科大学附属第四医院
4503,齐思思,华山医院
4504,王莺,复旦大学附属华山医院
4505,赵春生,江苏省人民医院
4506,郭宗林,汶上县人民医院
4507,陈巴图巴根,医院保卫科
4508,高远红,中山大学附属肿瘤医院
4509,刘士新,吉林省肿瘤医院
4510,章真,复旦大学附属肿瘤医院
4511,张亚军,蚌埠医学院第一附属医院
4512,汪庚明,蚌埠医学院第一附属医院
4513,蒋鸣,江苏省肿瘤医院
4514,蔡晨慧,河南省人民医院
4515,田征,新疆医科大学第一附属医院
4516,喻林,复旦大学附属肿瘤医院
4517,马丽利,浙江省中医药大学附属第一医院
4518,康复科,华山医院
4519,刘长宏,大连医科大学附属第二医院
4520,孙楠,辽宁省肿瘤医院
4521,王俊丰,附属肿瘤医院
4521,王俊丰,牡丹江医学院附属红旗医院
4522,肖旭阳,锦州医科大学附属第一医院
4523,张离,山东省立医院
4524,王新宇,江苏省杭州醉美桃花源医疗美容医院
4525,高瑾,北京大学第一医院
4526,孙希炎,山东省干佛山医院
4527,梁伟,重庆医科大学附属第三医院
4528,应杰儿,折江省肿瘤医院
4529,杨曦,附属肿瘤医院
4530,王天玉,郑州市中心医院
4531,飞平,湖南省肿瘤医院
4532,山东·济南,山东第一医科大学第一附属医院
4533,张在云,山东大学第二医院
4534,刘卫平,西京脑科医院
4535,胡燕琴,北京天坛医院
4536,洪少东,中山大学附属肿瘤医院
4537,潘速跃,南方医科大学南方医院
4538,刘晔,上海）复旦大学附属华山医院
4539,姜敏,复旦大学附属华山医院
4540,韩建德,中山大学附属第一医院
4540,韩建德,中山大学第一附属医院
4541,李至伟,Chih-WeiChiliLiTaipei）彤颜医学美容中心
4542,武剑,国家卒中中心管理指导委员会
4543,吴英峰,北京医院协会医院
4544,张莉莉,辛中中心
4545,蔡三军,大肠肿瘤诊治中心
4546,罗涛,徐州医科大学附属医院
4547,苏勇,江南大学附属医院
4548,张蓉,复旦大学附属儿科医院
4549,李硕,协和医院
4550,孙彦书,邯郸市中心医院
4551,刘志芬,山西医科大学第一医院
4552,孙俊伟,山西省精神卫生中心
4553,张延赤,长春市第六医院
4554,雷革非,广州医科大学神经科学研究所
4555,孙素真,河北省儿童医院
4556,杨梅华,陆军军医大学附属第二医院
4557,周鹏,广州医科大学神经科学研究所
4558,陶德双,佳木斯市中心医院
4559,潘军,潘军南方医科大学南方医院
4560,张喜安,南方医科大学南方医院
4561,刘忆,南方医科大学南方医院
4562,刘卫兵,北京大学第一医院
4563,孙晓慧,山东省千佛山医院
4564,赵学福,烟台市烟台山医院
4565,李文志,北京安贞医院
4566,刘智,西南医院
4567,徐一峰,武汉大学中南医院
4568,罗本燕,中国人民解放军总医院
4569,刘忠伦,连云港市第一人民医院
4570,陈斌,江苏省人民医院
4571,范卫新,江苏省人民医院
4572,刘浩,四川大学华西医院
4573,葛元凤鲁,南京医科大学第一附属医院
4574,王莉,郑州儿童医院
4575,杨小枫,中国科学技术大学附属第一医院
4576,饶毅,学研究所
4577,郭爱克,中国科学院上海生命科学研究院神经科学研究所
4578,马辛,中国科学院昆明动物研究所
4579,郭智,肿瘤医院深圳医院
4580,傅敢,中南大学湘雅医院
4581,潘学谊,附属第一医院
4582,郑润辉,附属第一医院
4583,刘宁波,天津市肿瘤医院
4584,王奕琪,浙江省人民医院
4585,李慧,北京医院
4586,郭启煜,海军总医院
4587,田磊,中国人民解放军联勤保障部队第九六O医院
4588,贾凌云,解放军总医院
4589,张世忠,四川大学华西医院
4590,马侦,郑州大学第三附属医院
4591,阳芳,深圳市人民医院
4592,封梦莎,河北医科大学第四医院
4593,宋晓婷,北京大学第一医院
4594,兰长贵,个核工业416医院
4595,何澜民,西南医科大学附属医院
4596,薛丽,四川大学华西医院
4597,何迅,四川省人民医院
4598,邓永琼,西南医科大学附属医院
4599,王玉亭,潍坊市人民医院
4600,修瑞娟,北京航天总医院
4601,应骏,国科大华美医院
